key,province_count,id,subsistence_building,city,port,farm,mine,wood,arable_land,resource_building_iron_mine,resource_building_lead_mine,resource_building_logging_camp,resource_building_fishing_wharf,naval_exit_id,resource_building_coal_mine,resource_building_sulfur_mine,resource_building_whaling_station,resource_building_oil_rig,undiscovered_amount_resource_building_oil_rig,discovered_amount_resource_building_oil_rig,resource_building_gold_mine,resource_building_rubber_plantation,undiscovered_amount_resource_building_rubber_plantation,discovered_amount_resource_building_rubber_plantation,resource_building_gold_field,undiscovered_amount_resource_building_gold_field,discovered_amount_resource_building_gold_field,center_province,diorama_radius_multiplier,diorama_center_offset
STATE_IOWA,47,283,building_subsistence_farm,xE8429C,,xD348EA,x6EE453,x4C181C,240.0,0,0,11,0,,64,40,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MINNESOTA,72,284,building_subsistence_farm,x9A9297,,xCCC204,x658093,x1B5B1A,200.0,45,0,40,0,,0,40,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WISCONSIN,47,285,building_subsistence_farm,xD0C040,,x900040,xD04040,x941A5A,180.0,24,0,35,0,,0,32,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_INDIANA,25,286,building_subsistence_farm,x26B0DF,,x30D889,x708040,x4BAF24,220.0,0,0,28,0,,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MICHIGAN,50,287,building_subsistence_farm,x6486DD,,x2455A8,xFDA0D8,xC1AE21,180.0,60,0,50,0,,0,32,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_OHIO,29,288,building_subsistence_farm,xC8B64B,,xC08BCD,x2158FB,xA92D73,180.0,0,36,30,0,,60,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_KENTUCKY,32,289,building_subsistence_farm,xDECE20,,x72B7A5,x2C3DD6,x8ABB32,180.0,33,0,17,0,,140,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TENNESSEE,30,290,building_subsistence_farm,x454965,,xC85BEB,x8CA6A9,xEE80A0,180.0,30,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MISSISSIPPI,26,291,building_subsistence_farm,x4BD19A,xE41653,x80F080,x6D0DAC,xE1C52F,160.0,0,0,14,5,3060.0,40,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_ALABAMA,29,292,building_subsistence_farm,x489DF2,x807000,xEE9129,x966D03,xE8D1CA,170.0,30,24,17,3,3060.0,28,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_FLORIDA,35,293,building_subsistence_farm,xE3533E,xE58A3D,x1714EE,xAAF2AF,xED77FB,100.0,0,0,23,15,3060.0,0,42,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_GEORGIA,37,294,building_subsistence_farm,xCD4C42,x13B302,xABCC5E,x169E1F,xCB1A53,180.0,0,0,20,6,3146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WEST_VIRGINIA,19,295,building_subsistence_farm,x999738,,x7755AD,x82CE19,xAD371C,50.0,24,0,17,0,,80,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MARYLAND,9,296,building_subsistence_farm,x0E3435,x3CC08F,x16482D,x5E6C0F,x708080,25.0,0,0,6,9,3067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_DELAWARE,2,1023,building_subsistence_farm,xEBA646,xEBA646,xEBA646,xEBA646,xEBA646,15.0,0,0,4,5,3067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_PENNSYLVANIA,34,297,building_subsistence_farm,xB00000,,xC0C080,xE2ACEE,xC4DED4,180.0,57,0,23,0,,120,0,0,50,50,0,0,0,0,0,0,0,0,,,
STATE_NEW_JERSEY,5,298,building_subsistence_farm,x716F90,x503169,xF00000,x503169,x716F90,40.0,45,0,6,10,3067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ILLINOIS,42,299,building_subsistence_farm,xF68D89,,x1B1B01,x4E0162,xAD5337,270.0,0,90,22,0,,60,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_RHODE_ISLAND,3,300,building_subsistence_fishing_village,x939ACE,x939ACE,x939ACE,x939ACE,x939ACE,10.0,0,0,2,3,3067.0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,
STATE_CONNECTICUT,3,301,building_subsistence_fishing_village,x7DE678,x7DE678,x3040C0,x9D3A73,x9D3A73,15.0,15,0,6,5,3067.0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_MASSACHUSETTS,6,302,building_subsistence_fishing_village,x211ECF,x13444D,xB040C0,x8D8744,xB040C0,20.0,36,0,14,10,3067.0,56,0,8,0,0,0,0,0,0,0,0,0,0,,,
STATE_NEW_HAMPSHIRE,9,303,building_subsistence_farm,x2B5499,x30C040,x30C040,xB16D83,xDB930D,15.0,0,0,14,2,3017.0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,
STATE_VERMONT,6,304,building_subsistence_farm,x34FFC4,,x3FA10D,x30F1AF,x34FFC4,25.0,18,0,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MAINE,27,305,building_subsistence_fishing_village,x6E757B,x1CA7B0,xD64964,x8F9450,x54816B,20.0,0,0,35,8,3017.0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTH_CAROLINA,32,306,building_subsistence_farm,xA59977,x00F040,x7342E7,x7BF507,x0F9A00,180.0,0,0,15,6,3146.0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_UTAH,64,307,building_subsistence_pasture,xF3B4BA,,xA7E6DC,xB3AE0B,x3FB458,50.0,30,0,6,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_SOUTH_CAROLINA,19,308,building_subsistence_farm,x6F7B23,xAF8C38,x007602,xF83D99,x31E5D4,100.0,0,0,11,5,3146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HAWAIIAN_ISLANDS,3,309,building_subsistence_fishing_village,xB5403E,x492B26,x6090C0,x6090C0,x6090C0,15.0,12,0,14,8,3147.0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,
STATE_ONTARIO,370,310,building_subsistence_farm,xB000C0,x627826,x515254,x313BB2,x1E31A0,200.0,0,0,90,0,3044.0,0,48,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_NEW_BRUNSWICK,40,311,building_subsistence_fishing_village,x6B5822,xCA0399,x484A09,x082153,xF01C37,40.0,0,54,30,8,3017.0,44,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_QUEBEC,640,312,building_subsistence_farm,xB9DD91,xD84B92,xE18042,x39E87E,x61804D,200.0,60,0,100,8,3045.0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,
STATE_NEWFOUNDLAND,154,313,building_subsistence_farm,xD1D79F,xD1D79F,xA82803,x6A488F,x74E14D,20.0,24,24,24,10,3071.0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,
STATE_ALBERTA,296,314,building_subsistence_farm,x8F67DC,,x933C14,x188022,x699C1E,80.0,0,0,70,0,,48,32,0,80,80,0,0,0,0,0,0,0,0,,,
STATE_BRITISH_COLUMBIA,414,315,building_subsistence_farm,x2142B1,x38DFFE,xD369B9,x852913,x383856,40.0,0,0,90,9,3154.0,28,36,6,0,0,0,0,0,0,0,8,8,0,,,
STATE_SASKATCHEWAN,266,316,building_subsistence_farm,xD1F86F,,x55855F,xF45D51,x4A2D69,60.0,0,0,40,0,,40,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_MANITOBA,267,317,building_subsistence_farm,xED0D09,x92E099,xB8B41C,x44CCA9,xFA6F32,60.0,0,0,32,5,3044.0,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_YUKON_TERRITORY,384,318,building_subsistence_pasture,x354974,,x28D00B,x0A0AC6,x3A98AA,20.0,15,0,25,0,,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
STATE_NORTHWEST_TERRITORIES,923,319,building_subsistence_pasture,x2A0360,,x77D24A,xE9656F,xDA9366,20.0,18,0,40,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NUNAVUT,1085,320,building_subsistence_pasture,x47FF7E,xD79E7B,x8DEB1F,x09249B,x7F3B2A,20.0,0,0,8,0,3044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BERMUDA,2,321,building_subsistence_fishing_village,xE55147,x169E2D,x169E2D,x169E2D,x169E2D,10.0,0,0,0,2,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TEXAS,159,322,building_subsistence_farm,x1B9E2A,x803040,x18F9D5,x803040,x39DB21,500.0,0,0,7,6,3060.0,28,36,0,100,100,0,0,0,0,0,0,0,0,,,
STATE_NEVADA,81,323,building_subsistence_pasture,x80BCA8,,x3F791B,xA7D253,xBB8631,40.0,24,0,4,0,,0,0,0,0,0,0,0,0,0,0,15,15,0,,,
STATE_ARIZONA,77,324,building_subsistence_pasture,xD331E1,,x894997,xBF471B,x177225,40.0,21,0,2,0,,0,0,0,0,0,0,0,0,0,0,5,5,0,,,
STATE_NEW_MEXICO,79,325,building_subsistence_pasture,xDF1965,,x5DA018,x851687,xB0BB90,40.0,0,0,6,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CALIFORNIA,110,326,building_subsistence_farm,x5EF8F5,x1116AA,x7A5DA6,x4C2D30,x607BA8,300.0,33,0,45,14,3153.0,0,40,6,80,80,0,0,0,0,0,12,12,0,,,
STATE_SONORA,34,327,building_subsistence_pasture,x81A80B,xC699E3,x421F6A,x9FBBA9,x421F6A,40.0,27,0,4,7,3153.0,0,0,0,0,0,0,0,0,0,0,6,6,0,,,
STATE_CHIHUAHUA,62,328,building_subsistence_pasture,x2B7E93,,x04C43F,xF82CDC,x10C6B4,40.0,0,18,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_RIO_GRANDE,66,329,building_subsistence_farm,x766F08,xE96480,x4FF638,xF33EC5,xA164AB,40.0,0,0,5,8,3060.0,0,0,0,80,80,0,0,0,0,0,0,0,0,,,
STATE_DURANGO,26,330,building_subsistence_pasture,xE755F0,,x00B080,xEC0A4D,x5B96E6,60.0,17,0,4,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SINALOA,9,671,building_subsistence_farm,xC0B080,xDFD0C0,xA4C4A6,x832AE4,x963998,60.0,17,0,7,5,3153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BAJIO,22,672,building_subsistence_pasture,x725961,,x503080,x71F349,x2214C5,100.0,23,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,,,
STATE_YUCATAN,28,331,building_subsistence_farm,xA8DEBE,xA59F7B,x54250B,xCE98DE,x23EF68,80.0,0,0,18,9,3060.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_MEXICO,16,332,building_subsistence_farm,x0EBDEC,,x5A9469,x6BEB21,x10B080,160.0,9,12,7,0,,0,0,0,0,0,0,0,8,8,0,0,0,0,,,
STATE_VERACRUZ,18,670,building_subsistence_farm,xEE1E8B,x9030C0,x1C69F0,x5ED62A,x5ED62A,160.0,9,12,6,7,3060.0,0,0,0,40,40,0,0,8,8,0,0,0,0,,,
STATE_GUERRERO,13,333,building_subsistence_farm,x4712FC,x4712FC,x01EFB4,x5AC30A,x600DE6,120.0,0,15,8,4,3155.0,24,0,0,0,0,0,0,8,8,0,3,3,0,,,
STATE_OAXACA,20,673,building_subsistence_farm,x44D03C,xC83AE5,x90B040,x08E7F6,xC83AE5,120.0,0,15,7,4,3155.0,24,0,0,0,0,0,0,6,6,0,2,2,0,,,
STATE_JALISCO,35,334,building_subsistence_farm,xE34EE3,x3F0A44,x02AE5B,x1559EB,x4CF985,80.0,33,0,18,8,3155.0,0,0,0,0,0,0,0,12,12,0,0,0,0,,,
STATE_ZACATECAS,19,335,building_subsistence_pasture,x9B8923,,x0C6D43,x236BF3,xE6A7AE,80.0,23,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
STATE_CHIAPAS,14,336,building_subsistence_farm,x1521F4,xF19260,x4DBDE9,x1521F4,x1030C0,40.0,0,0,14,7,3155.0,0,0,0,0,0,0,0,24,24,0,0,0,0,,,
STATE_BAJA_CALIFORNIA,28,337,building_subsistence_pasture,x205040,x57EBCB,x205040,xD5E26E,xF8AB7F,20.0,0,0,2,6,3153.0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,
STATE_SAN_SALVADOR,4,338,building_subsistence_farm,xB0D0C7,xB0D0C7,xB0D0C7,xB0D0C7,x107040,25.0,0,0,7,4,3155.0,0,0,0,0,0,0,0,10,10,0,0,0,0,,,
STATE_GUATEMALA,25,339,building_subsistence_farm,xDEC8D3,x02073E,x65C19A,x50B040,xFA4B41,40.0,30,0,17,5,3026.0,0,0,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_HONDURAS,23,340,building_subsistence_farm,x964591,x98E7D7,x55B06A,x98E7D7,xC77E76,35.0,0,0,15,8,3026.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_NICARAGUA,23,341,building_subsistence_farm,x9070C0,xAD9EE8,x68E7F3,xC9A998,x9CDB2B,50.0,0,0,14,5,3026.0,0,0,0,0,0,0,0,14,14,0,0,0,0,,,
STATE_COSTA_RICA,11,342,building_subsistence_farm,x32AA32,xEF90DC,xEF90DC,x1A076A,x478109,15.0,0,0,8,3,3026.0,24,0,0,0,0,0,0,12,12,0,0,0,0,,,
STATE_PANAMA,14,343,building_subsistence_farm,x8A8A20,xD0EF40,x30B080,x8537FE,x717275,20.0,0,0,8,6,3026.0,36,0,2,0,0,0,0,12,12,0,0,0,0,,,
STATE_HAITI,7,344,building_subsistence_farm,xC6C663,xEA2C2D,x1A20A4,x2FC1FC,x1A20A4,35.0,0,0,7,6,3061.0,0,0,0,0,0,0,0,12,12,0,0,0,0,,,
STATE_SANTO_DOMINGO,8,345,building_subsistence_farm,x7252EC,x317080,xACBDD9,x41A862,x1785E8,30.0,0,0,11,7,3061.0,0,0,0,0,0,0,0,12,12,0,0,0,0,,,
STATE_PUERTO_RICO,2,346,building_subsistence_farm,xB07080,x2160B9,xB07080,xB07080,xB07080,15.0,0,0,2,4,3025.0,0,0,0,0,0,0,0,6,6,0,0,0,0,,,
STATE_BAHAMAS,4,347,building_subsistence_fishing_village,x686279,x72C072,x4EBC79,x4EBC79,x4EBC79,10.0,0,0,0,5,3061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WEST_INDIES,18,348,building_subsistence_fishing_village,x9C52CA,xB03080,x30F080,x446C63,x33895B,30.0,0,0,0,8,3025.0,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_JAMAICA,3,349,building_subsistence_farm,x7070B8,x7070B8,x535B49,x535B49,x535B49,20.0,0,0,4,5,3026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WESTERN_CUBA,6,350,building_subsistence_farm,xFCDEED,x61FC10,x4DD008,xB325C7,xF3F2C9,92.0,0,0,4,7,3026.0,0,3,0,10,10,0,0,8,8,0,0,0,0,,,
STATE_EASTERN_CUBA,6,928,building_subsistence_farm,xE70FA4,x69C041,x30B001,x519343,x69C041,40.0,21,4,8,3,3026.0,10,2,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CENTRAL_CUBA,10,929,building_subsistence_farm,x152D1C,xFE4123,x58C211,x20EFEA,xC464AE,71.0,3,0,5,3,3026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ECUADOR,49,351,building_subsistence_farm,x92111D,x0582C9,x5A704F,x9C2C85,x7EC991,50.0,30,0,14,6,3024.0,28,0,4,0,0,0,0,12,12,0,0,0,0,,,
STATE_GUAYANA,78,352,building_subsistence_farm,x50D012,x8E31E8,xA52CE3,xBB88B5,x8C64ED,30.0,0,0,20,6,3062.0,0,0,0,20,20,0,0,16,16,0,12,12,0,,,
STATE_ZULIA,23,353,building_subsistence_rice_farm,xEA1264,x9EB190,x507041,x2F2B52,x695B1C,80.0,0,0,9,7,3025.0,24,32,0,100,100,0,0,4,4,0,0,0,0,,,
STATE_MIRANDA,49,354,building_subsistence_farm,xB0F080,x4B48A8,x18DFEA,xF085F7,x9204DB,60.0,0,0,7,5,3025.0,0,0,0,100,100,0,0,4,4,0,0,0,0,,,
STATE_BOLIVAR,95,355,building_subsistence_farm,x60CA07,xA10AB0,x13D2AC,x32A71C,x61288E,40.0,30,0,25,3,3025.0,0,0,0,50,50,0,0,16,16,0,0,0,0,,,
STATE_ANTIOQUIA,57,356,building_subsistence_farm,xD07040,x303844,x4E89E7,x80C090,xB979D3,120.0,36,0,13,8,3025.0,32,0,0,20,20,0,0,8,8,0,0,0,0,,,
STATE_GUAVIARE,124,357,building_subsistence_farm,x081F1F,,x9E7C6B,x41165C,xE2A23C,60.0,0,0,25,0,,0,0,0,0,0,0,0,18,18,0,0,0,0,,,
STATE_CUNDINAMARCA,17,358,building_subsistence_rice_farm,x6E10FF,,x74FDB3,xDDE17B,x1BE3E2,50.0,0,0,7,0,,20,0,0,0,0,0,0,10,10,0,0,0,0,,,
STATE_CAUCA,19,359,building_subsistence_farm,x808050,x488A71,x824FE7,xDFB23F,x5575E4,80.0,0,0,8,6,3024.0,20,0,2,0,0,0,0,6,6,0,0,0,0,,,
STATE_PASTAZA,73,360,building_subsistence_farm,xDF9283,,xE043D2,x6675F2,xF479D2,30.0,0,0,25,0,,28,0,0,20,20,0,0,16,15,1,0,0,0,,,
STATE_TARAPACA,13,361,building_subsistence_rice_farm,x380AE9,xA00070,x49DD3B,x8733A4,x49DD3B,10.0,18,0,0,5,3152.0,0,24,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_ANTOFAGASTA,25,362,building_subsistence_farm,x7984DF,x2000F0,x694D06,xE96CF4,x8F918A,10.0,30,0,0,5,3152.0,0,48,0,0,0,0,0,0,0,0,10,10,0,,,
STATE_SANTA_CRUZ,96,363,building_subsistence_farm,x2BBF68,,xC2D2CF,xEAC53B,xA801A4,100.0,0,0,15,0,,0,0,0,50,50,0,0,22,8,14,0,0,0,,,
STATE_LA_PAZ,89,364,building_subsistence_rice_farm,xDE2B7D,,x95A83A,x23D4CF,x2815D0,120.0,0,0,20,0,,0,0,0,50,50,0,4,8,8,0,0,0,0,,,
STATE_POTOSI,31,365,building_subsistence_rice_farm,xF0A4ED,,x97595D,x5AD6BE,xF0A4ED,20.0,0,12,9,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,,,
STATE_CAJAMARCA,34,366,building_subsistence_farm,x2E0608,xF91A3D,xC000D0,xDC3D44,x8D62E6,60.0,0,0,6,7,3024.0,20,0,3,20,20,0,0,0,0,0,4,4,0,,,
STATE_LIMA,56,367,building_subsistence_farm,x928ED8,x6BEF27,x9E0F14,xC64601,xA3F17B,40.0,21,30,11,7,3024.0,0,28,5,0,0,0,6,0,0,0,0,0,0,,,
STATE_ICA,57,368,building_subsistence_farm,x98E058,xE5E702,xDF00B0,x52BF37,xBDFBD1,50.0,36,0,11,4,3152.0,0,32,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AREQUIPA,24,369,building_subsistence_farm,xC72B01,xF6869A,x007035,xDFC0B0,xBB02B0,25.0,21,0,4,5,3152.0,0,32,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_URUGUAY,44,370,building_subsistence_farm,x302DDA,xA46ED2,xEE9484,x061EE6,xD5325F,100.0,0,0,9,6,3065.0,0,0,2,20,20,0,0,0,0,0,0,0,0,,,
STATE_JUJUY,46,371,building_subsistence_pasture,x5CCB77,,xDF80F0,x245987,xC9249D,50.0,36,18,8,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_ALTO_PARAGUAY,67,372,building_subsistence_farm,x8CCFFD,,x8E584E,x10DCC5,xB7D892,20.0,0,0,11,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_BAJO_PARAGUAY,31,373,building_subsistence_rice_farm,xB63BAD,,xCB6C17,xF72535,x2594A3,120.0,15,0,14,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_BUENOS_AIRES,81,374,building_subsistence_pasture,x365A5B,x672B93,x882F94,x31C090,x04DB73,300.0,0,0,9,12,3065.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_PATAGONIA,229,375,building_subsistence_pasture,x8E85EB,xB64102,xDACD5C,xF2544E,xC9478C,150.0,0,0,0,7,3066.0,32,20,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_RIO_NEGRO,84,376,building_subsistence_pasture,x78901C,,x19A814,xCAD9EC,x300090,120.0,0,0,0,0,,40,52,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LA_PAMPA,58,377,building_subsistence_farm,x02454E,,x700090,x6F875E,x9C4EE3,150.0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SANTA_FE,55,378,building_subsistence_farm,xEF1E5B,x704010,xF81E10,x23965B,x3ED92C,80.0,0,0,11,2,3065.0,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_CORRIENTES,29,379,building_subsistence_farm,x759354,,x92BEE9,x0EF9D4,x64BE0D,120.0,0,0,15,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_TUCUMAN,69,380,building_subsistence_pasture,x832F57,,x34BCCC,x19EBD4,x751CEB,60.0,39,15,6,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_CHACO,48,381,building_subsistence_farm,xB0C011,,x60F33C,x4E5F59,xE0C49E,60.0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SANTIAGO,39,382,building_subsistence_farm,x73C0F8,x5DED27,xFFF993,x001886,xAFBE09,50.0,33,0,6,8,3152.0,0,36,2,0,0,0,5,0,0,0,0,0,0,,,
STATE_LOS_RIOS,31,383,building_subsistence_farm,x904050,x9040D0,x90C0D0,x427820,x83D701,70.0,0,24,20,10,3152.0,60,32,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_ARAUCANIA,126,384,building_subsistence_pasture,xD7C0DF,x553B3F,x144683,x8C10F7,x0D35DB,10.0,0,0,30,15,3151.0,0,40,0,20,20,0,0,0,0,0,4,4,0,,,
STATE_SOUTH_ATLANTIC_ISLANDS,7,385,building_subsistence_pasture,x3020D0,x9EF337,x3020D0,x3020D0,x9EF337,10.0,0,0,0,2,3066.0,0,0,3,0,0,0,0,0,0,0,0,0,0,x3020D0,,
STATE_PARA,257,397,building_subsistence_farm,xC413AA,x0EEAC1,xE00190,x45DA42,x229F7E,30.0,78,0,9,3,3142.0,0,0,0,20,20,0,0,22,0,22,0,0,0,,,
STATE_MARANHAO,57,396,building_subsistence_rice_farm,x7DBD66,x2941C6,x5634E8,xE3C781,x0DB9D9,30.0,0,0,16,7,3142.0,0,0,0,0,0,0,0,16,0,16,0,0,0,,,
STATE_AMAZONAS,336,386,building_subsistence_farm,xE921FB,,xC3136F,x2906D5,xE67742,40.0,0,0,40,0,,0,0,0,20,20,0,0,25,0,25,0,0,0,,,
STATE_ACRE,29,665,building_subsistence_farm,xFD1ADF,,xDDB34E,x20BB6B,x93D464,5.0,0,0,15,0,,0,0,0,0,0,0,0,15,0,15,0,0,0,,,
STATE_GOIAS,116,666,building_subsistence_farm,xC2B97E,,x57B1CF,x68CC1F,xF01E32,40.0,0,0,16,7,,0,0,0,0,0,0,0,16,0,16,0,0,0,,,
STATE_MATO_GROSSO,297,387,building_subsistence_farm,xB9F1FF,,xB3B0D7,xE02E9A,x68945C,60.0,18,0,29,0,,0,0,0,20,20,0,0,26,0,26,0,0,0,,,
STATE_RIO_GRANDE_DO_SUL,60,388,building_subsistence_farm,xC7E5A1,x52B247,x00E2C3,x9FE393,x26F3A4,80.0,0,30,11,6,3064.0,28,0,2,20,20,0,0,0,0,0,0,0,0,,,
STATE_PARANA,41,389,building_subsistence_farm,x003689,x8A1D55,x8A1D55,x38FE72,x492CDF,40.0,0,0,30,3,3064.0,20,0,2,0,0,0,0,0,0,0,0,0,0,,,
STATE_SANTA_CATARINA,20,663,building_subsistence_farm,x8A5C63,x02483B,xF3F10A,xF6A625,x2DA91C,40.0,0,0,7,2,3064.0,20,0,2,0,0,0,0,0,0,0,0,0,0,,,
STATE_SAO_PAULO,56,390,building_subsistence_farm,x544559,x9D3688,x1870F2,xD2EC89,xD7EC24,130.0,0,0,22,5,3064.0,0,0,0,20,20,0,0,10,0,10,0,0,0,,,
STATE_MINAS_GERAIS,118,391,building_subsistence_farm,xE8109E,,x0B09E1,x80F01D,x755D3F,150.0,45,30,24,0,,0,0,0,20,20,0,2,7,0,7,8,8,0,,,
STATE_RIO_DE_JANEIRO,16,392,building_subsistence_farm,x96ACE0,xE0E888,x4E6C36,xF21572,x96728E,80.0,0,0,9,9,3064.0,0,0,4,0,0,0,0,7,0,7,0,0,0,,,
STATE_BAHIA,110,393,building_subsistence_farm,x4695F8,xB7E216,x38A03A,xC98973,x37B9C5,80.0,15,0,18,8,3063.0,0,0,0,0,0,0,0,3,0,3,0,0,0,,,
STATE_RIO_GRANDE_DO_NORTE,9,394,building_subsistence_farm,xB1D72A,x5DCFF3,x5DCFF3,x604190,x6E0A83,30.0,0,0,7,4,3063.0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,
STATE_CEARA,28,661,building_subsistence_farm,x140E0C,xA6BA83,xED5CF9,x469A7C,x4C763A,30.0,18,0,7,3,3063.0,0,0,0,0,0,0,0,3,0,3,0,0,0,,,
STATE_PIAUI,50,660,building_subsistence_farm,x14F661,xB169D2,xF71214,xA33C32,x772A8C,30.0,36,0,14,7,3063.0,0,0,0,0,0,0,0,4,0,4,0,0,0,,,
STATE_PARAIBA,9,662,building_subsistence_farm,x1A2590,xB20898,xCCF195,x5F988B,xF7C27D,50.0,0,0,4,2,3063.0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,
STATE_PERNAMBUCO,29,395,building_subsistence_farm,x0E7CA9,xC0A070,x26F1F5,x1A21F3,x1A21F3,60.0,0,0,5,3,3063.0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,
STATE_NEJD,178,398,building_subsistence_pasture,xEB66C8,x04600E,x3F4AE7,x0F7462,x04600E,10.0,0,0,0,4,3046.0,0,0,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_OMAN,68,399,building_subsistence_pasture,x70519F,xBC6325,xDEB75C,xB6755D,x395325,10.0,0,0,0,10,3073.0,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_ABU_DHABI,19,400,building_subsistence_pasture,x505AE0,x65A581,xF0D021,x2768F8,x0DC972,5.0,0,0,0,4,3046.0,0,0,0,80,80,0,0,0,0,0,0,0,0,,,
STATE_YEMEN,87,401,building_subsistence_pasture,x319060,x9EDF3C,xD6CC22,x49FCAB,x034B03,70.0,0,12,0,9,3047.0,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_HEDJAZ,105,402,building_subsistence_pasture,xE19850,x862801,x5F15CE,x314E1E,x2999ED,20.0,0,0,0,5,3047.0,0,28,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HAIL,180,403,building_subsistence_pasture,x389704,x4C5D5F,x4C5D5F,x53215C,x920B4A,5.0,0,0,0,2,3046.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CYPRUS,3,404,building_subsistence_farm,x40B020,xBF3020,x79685E,x79685E,x79685E,9.0,5,0,2,5,3034.0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
