key,construction_cost,profit,employment,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art
building_livestock_ranch(pm_mechanized_slaughtering+pm_simple_ranch+pm_electric_fencing+pm_refrigerated_storage_building_livestock_ranch),200,700.0,3500,0,0,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,0,0.0,0,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,0.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_simple_ranch+pm_electric_fencing+pm_refrigerated_rail_cars_building_livestock_ranch),200,670.0,3000,0,0,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,0,0.0,-1,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,0.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_standard_fences+pm_unrefrigerated),200,875.0,5000,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_standard_fences+pm_refrigerated_storage_building_livestock_ranch),200,845.0,4500,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_standard_fences+pm_refrigerated_rail_cars_building_livestock_ranch),200,815.0,4000,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,-1,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_barbed_wire_fences+pm_unrefrigerated),200,835.0,4500,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_barbed_wire_fences+pm_refrigerated_storage_building_livestock_ranch),200,805.0,4000,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_barbed_wire_fences+pm_refrigerated_rail_cars_building_livestock_ranch),200,775.0,3500,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,-1,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_electric_fencing+pm_unrefrigerated),200,805.0,4000,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_electric_fencing+pm_refrigerated_storage_building_livestock_ranch),200,775.0,3500,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_sheep_farms+pm_electric_fencing+pm_refrigerated_rail_cars_building_livestock_ranch),200,745.0,3000,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,-1,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,2.5,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_standard_fences+pm_unrefrigerated),200,1050.0,5000,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_standard_fences+pm_refrigerated_storage_building_livestock_ranch),200,1020.0,4500,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_standard_fences+pm_refrigerated_rail_cars_building_livestock_ranch),200,990.0,4000,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,-1,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_barbed_wire_fences+pm_unrefrigerated),200,1010.0,4500,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_barbed_wire_fences+pm_refrigerated_storage_building_livestock_ranch),200,980.0,4000,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_barbed_wire_fences+pm_refrigerated_rail_cars_building_livestock_ranch),200,950.0,3500,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,-1,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_electric_fencing+pm_unrefrigerated),200,980.0,4000,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_electric_fencing+pm_refrigerated_storage_building_livestock_ranch),200,950.0,3500,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_livestock_ranch(pm_mechanized_slaughtering+pm_intensive_grazing_ranch+pm_electric_fencing+pm_refrigerated_rail_cars_building_livestock_ranch),200,920.0,3000,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,-1,-2,0,0,0,0,0,0,-5,-1,0,0,0,0,0.0,0,0,5.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_vineyard(default_building_vineyard+pm_road_carts),200,1000.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0
building_vineyard(default_building_vineyard+pm_steam_rail_transport),200,850.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0
building_vineyard(automatic_irrigation_building_vineyard+pm_road_carts),200,1700.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0
building_vineyard(automatic_irrigation_building_vineyard+pm_steam_rail_transport),200,1550.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_road_carts),400,550.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_rail_transport_mine),400,400.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_road_carts),400,400.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,-1.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,250.0,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,22,0,0,0,0,0,-1.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,750.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0,0,0,0.0,-5,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,600.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0,0,0,0.0,-5,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,600.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,-1.0,0,0,0.0,-5,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,450.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,37,0,0,0,0,0,-1.0,0,0,0.0,-5,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,800.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0.0,0,0,0.0,-5,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,650.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,50,0,0,0,0,0,0.0,0,0,0.0,-5,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,650.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,-1.0,0,0,0.0,-5,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_picks_and_shovels_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,500.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,47,0,0,0,0,0,-1.0,0,0,0.0,-5,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_road_carts),400,800.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_rail_transport_mine),400,650.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_road_carts),400,650.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,-1.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,500.0,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,37,0,0,0,0,0,-1.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,1000.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0.0,0,0,0.0,-10,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,850.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,55,0,0,0,0,0,0.0,0,0,0.0,-10,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,850.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,-1.0,0,0,0.0,-10,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,700.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,52,0,0,0,0,0,-1.0,0,0,0.0,-10,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,1050.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0.0,0,0,0.0,-10,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,900.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,65,0,0,0,0,0,0.0,0,0,0.0,-10,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,900.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,-1.0,0,0,0.0,-10,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_atmospheric_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,750.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,62,0,0,0,0,0,-1.0,0,0,0.0,-10,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_road_carts),400,1200.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_rail_transport_mine),400,1050.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,60,0,0,0,0,0,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_road_carts),400,1050.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,-1.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,900.0,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,57,0,0,0,0,0,-1.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,1400.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,1250.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,75,0,0,0,0,0,0.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,1250.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,-1.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,1100.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,72,0,0,0,0,0,-1.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,1450.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0.0,0,0,0.0,-15,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,1300.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,85,0,0,0,0,0,0.0,0,0,0.0,-15,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_road_carts),400,1300.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,-1.0,0,0,0.0,-15,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_condensing_engine_pump_building_coal_mine+pm_dynamite_building_coal_mine+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,1150.0,3250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,82,0,0,0,0,0,-1.0,0,0,0.0,-15,-10,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_road_carts),400,1900.0,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,90,0,0,0,0,-5,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_no_explosives+pm_no_steam_automation+pm_rail_transport_mine),400,1750.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,90,0,0,0,0,-5,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_road_carts),400,1750.0,4000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,87,0,0,0,0,-5,-1.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_no_explosives+pm_steam_donkey_building_coal_mine+pm_rail_transport_mine),400,1600.0,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,87,0,0,0,0,-5,-1.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_road_carts),400,2100.0,5250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,105,0,0,0,0,-5,0.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_coal_mine(pm_diesel_pump_building_coal_mine+pm_nitroglycerin_building_coal_mine+pm_no_steam_automation+pm_rail_transport_mine),400,1950.0,4250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,105,0,0,0,0,-5,0.0,0,0,0.0,-15,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
